original_text,masked_text,original_masked_word,mask_predicted
"өзіне соншалық ілтипат танытып, жаутаңдай қарап тұрған екеумен бас изесіп қана амандасты","өзіне <mask> ілтипат танытып, жаутаңдай қарап тұрған екеумен бас изесіп қана амандасты",соншалық,ерекше
"олардың ойына салса, – « қызды шыңғыс мазақтаса екен де, жұртқа әйгі болған шақта, масқара ғып тастап кетсе екен","олардың ойына салса, – « қызды <mask> мазақтаса екен де, жұртқа әйгі болған шақта, масқара ғып тастап кетсе екен",шыңғыс,»
"осындай жағдайда кәсіби маман қолайсыз жағдайға тап болса да, жалықса да, шаршаса да алған бетінен қайтпайды","осындай жағдайда <mask> маман қолайсыз жағдайға тап болса да, жалықса да, шаршаса да алған бетінен қайтпайды",кәсіби,жас
"ойымдағыны өзің тап та, өзің айт дегендей етеді","ойымдағыны өзің тап та, <mask> айт дегендей етеді",өзің,өзің
"бірақ ол үйден қонақ арылмайды, ырду-дырдуы мол","бірақ ол үйден <mask> арылмайды, ырду-дырдуы мол",қонақ,тез
"үстімде қалың пальто, қорбаңдап барып оны соңғы рет құшақтадым да, ернінен сүйдім","үстімде қалың пальто, қорбаңдап барып оны соңғы рет құшақтадым <mask> ернінен сүйдім","да,",","
орыс шекарасына да сол үшін таяу қонып жатыр,орыс шекарасына да сол үшін <mask> қонып жатыр,таяу,көшіп
"бай қызметшісін шақырып, аяғындағы етігін шешкізді де: – өлше","бай <mask> шақырып, аяғындағы етігін шешкізді де: – өлше",қызметшісін,қауға
"не нәрсе болсын, елден тым ерекшеленбей, орта жолды ұстаған дұрыс","не нәрсе болсын, елден <mask> ерекшеленбей, орта жолды ұстаған дұрыс",тым,бұрын
"абылғазы мен дәркембайдың қасында болмаса да, әр үйдің тасасында аттарын әзірлеп, құрық-сойылдарын белдеуге қыстырып тұрған көп кедей бар еді, солар бір сәтте абылғазының « аттан","абылғазы <mask> дәркембайдың қасында болмаса да, әр үйдің тасасында аттарын әзірлеп, құрық-сойылдарын белдеуге қыстырып тұрған көп кедей бар еді, солар бір сәтте абылғазының « аттан",мен,мен
"ол « сәнге еліктеп кітаптың бетін ашу » емес, білім, шабыт іздеу, өзгеше идеяларды іздестіру болуы керек","ол « сәнге еліктеп кітаптың бетін <mask> » емес, білім, шабыт іздеу, өзгеше идеяларды іздестіру болуы керек",ашу,ашу
"атының қанжығасынан қоржынын шешiп алып: – бәсе, ки десем бiр көнбейдi","атының қанжығасынан қоржынын шешiп алып: – бәсе, <mask> десем бiр көнбейдi",ки,–
тіпті табиғаттың таңғажайып сол бір құбылысы осы әнде сақталмағанда еш қазақтың есінде қалмайтын түрі бар екен-ау,тіпті табиғаттың таңғажайып сол бір құбылысы осы әнде сақталмағанда еш қазақтың есінде қалмайтын <mask> бар екен-ау,түрі,ы
"оң қолыммен оның арқасынан сипап, сол қолыммен төсектің қырынан ұстанып жаттым","оң қолыммен оның арқасынан сипап, сол қолыммен төсектің қырынан <mask> жаттым",ұстанып,қарап
күні кеше жігерін құм қылған қараңғы шұңқырға қайтадан жетелеп алып келген әзәзәл күштің аты не екенін ол кезде еңсептің өзі де білмейтін,күні кеше жігерін құм қылған қараңғы шұңқырға қайтадан жетелеп алып келген әзәзәл күштің аты не екенін ол <mask> еңсептің өзі де білмейтін,кезде,кезде
"адам даусына емес, сол лақ пен құлынның дауыстарына ұқсап кеткен жайнақтың еңіреуі, шоқанның тұла-бойын тітіркендіріп жіберді","адам <mask> емес, сол лақ пен құлынның дауыстарына ұқсап кеткен жайнақтың еңіреуі, шоқанның тұла-бойын тітіркендіріп жіберді",даусына,ғана
сондықтан да әлем адамдардың көпшілігі үшін орындалмайтын армандардың тозағына айналды,сондықтан да әлем адамдардың көпшілігі үшін орындалмайтын армандардың <mask> айналды,тозағына,біріне
"саймасай еңсегей бойлы, кесек пішінді, қара сақалына сәл-пәл ғана қылау түскен, нұрлы жүзді, сымбатты кісі еді","саймасай еңсегей <mask> кесек пішінді, қара сақалына сәл-пәл ғана қылау түскен, нұрлы жүзді, сымбатты кісі еді","бойлы,",","
"бiрақ, ауыл үй, ағайын арасы тағы да томсарған наразылыққа, бiтеу жараға толы екен","бiрақ, ауыл үй, ағайын арасы тағы да томсарған наразылыққа, <mask> жараға толы екен",бiтеу,жан
"өзі болса абайға салмақ салып іс тагісырмақ болып немесе бетпе-бет ашық сөйлесіп, ағайынның анық бетін көріп кетпек боп келіпті","өзі болса абайға салмақ салып іс тагісырмақ болып немесе бетпе-бет ашық сөйлесіп, ағайынның анық <mask> көріп кетпек боп келіпті",бетін,жүзін
"дүңк-дүңк соққан бес жүз бала, бес жүз тұлпардың мың жүрегі жерді солқылдатып, шымырлатып барады","дүңк-дүңк соққан <mask> жүз бала, бес жүз тұлпардың мың жүрегі жерді солқылдатып, шымырлатып барады",бес,бес
не мұратқа жетесіңдер,не <mask> жетесіңдер,мұратқа,үшін
"ал ешбір мәні жоқ болса да, істеуге тура келетін жағдайда не істеу керек","ал ешбір мәні <mask> болса да, істеуге тура келетін жағдайда не істеу керек",жоқ,жоқ
"әкем телефон арқылы сөйлесіп жатыр, бізге үй сыртындағы басқышта күте тұруымызды айтты, - деді ол, маған есікті ашып жатып","әкем телефон арқылы сөйлесіп жатыр, бізге <mask> сыртындағы басқышта күте тұруымызды айтты, - деді ол, маған есікті ашып жатып",үй,үйдің
"желі басына апарып, қолдарына құрық беріп, құлын ұстатып тоқтарын тарқатады","желі басына апарып, қолдарына <mask> беріп, құлын ұстатып тоқтарын тарқатады",құрық,күрек
сырттан бiрнеше рет қатты сөйлеп: – ылғи кешегi жау ауылдардың бөлтiрiктерiн жиып апты,сырттан бiрнеше рет қатты сөйлеп: – ылғи <mask> жау ауылдардың бөлтiрiктерiн жиып апты,кешегi,да
"немістер тура кешегідей соққылаған – гүріл біресе оң жаққа ауысып, біресе қайта оралып солға жылжып, одан тағы да оңға лықсыды","немістер тура кешегідей соққылаған – гүріл біресе оң жаққа ауысып, біресе қайта <mask> солға жылжып, одан тағы да оңға лықсыды",оралып,","
тергеушінің айтқаны ауыр тиді,тергеушінің айтқаны <mask> тиді,ауыр,ауыр
"ол үміт атты арғымақты құйысқандап тұрып, қайтып түспестей ерттеп мінер еді","ол үміт атты арғымақты құйысқандап тұрып, <mask> түспестей ерттеп мінер еді",қайтып,жерге
"өзіне тігілген бес үйлі орданың тап ортасында үш-төрт ақ жастыққа шынтақтай сүйеніп, әр жайдан сөз бастап отыр","өзіне тігілген бес үйлі орданың тап ортасында үш-төрт ақ жастыққа <mask> сүйеніп, әр жайдан сөз бастап отыр",шынтақтай,да
"екі ғасыр ішінде ірі жануарлардың көп бөлігі, сонымен қатар құстардың 60 % -ы жер бетінен жойылып кетті","екі ғасыр ішінде <mask> жануарлардың көп бөлігі, сонымен қатар құстардың 60 % -ы жер бетінен жойылып кетті",ірі,жабайы
ең құрыса менен бұрын алдырған тағамдарын төлеуге тиіс қой,ең <mask> менен бұрын алдырған тағамдарын төлеуге тиіс қой,құрыса,көбі
"сол істің тап ортасындағы адам, патшалықтың каторгасынан қашып келген базаралы қаумен баласы екенін білдірмей, бүркеп ұстап келе жатқан","сол істің тап ортасындағы адам, патшалықтың каторгасынан қашып келген базаралы қаумен <mask> екенін білдірмей, бүркеп ұстап келе жатқан",баласы,сіз
"ә сем музыка ғ а матросымен беріле билеп ж ү рген с ә тін б ұ згысы келмегенін, б ұ за қ алса оны б ұ дан да жаман к ү йге т ү сер деп батылы жетпегенін ба ғ ила о ғ ан қ азір т ү сіндіре алмасын ұқ ты","ә сем музыка ғ а матросымен беріле билеп ж ү рген с ә тін б ұ згысы келмегенін, б ұ за қ алса оны б ұ дан да жаман к ү йге т ү сер деп батылы жетпегенін ба ғ ила о ғ ан қ <mask> т ү сіндіре алмасын ұқ ты",азір,ұ
"бір кезде төрт түлік малын сыйдыра алмай мыңғырып жататын қалың ойраттың орнында ойрандалған жұрты, қан сасыған иесіз дала ғана жатыр","бір кезде төрт түлік малын сыйдыра алмай мыңғырып жататын қалың ойраттың орнында <mask> жұрты, қан сасыған иесіз дала ғана жатыр",ойрандалған,дала
"бетiнде азғантай ғана құрым белгiсi бар сап-сары қымыз, арқар мүйiзiнен iстелген үйрек ожаумен майбасар сапырғанда, көпiршiмей, шып-шып етiп шымырлап ғана толқиды","бетiнде азғантай ғана құрым белгiсi бар сап-сары қымыз, арқар мүйiзiнен iстелген үйрек ожаумен майбасар сапырғанда, көпiршiмей, шып-шып етiп шымырлап <mask> толқиды",ғана,","
ырысқан жат өлкеде көз жазып қалған бөлесі айжанмен жылап көрісті,ырысқан жат өлкеде көз жазып қалған бөлесі <mask> жылап көрісті,айжанмен,де
қазір күтуші кемпір кіріп келсе қайтпекші,қазір күтуші кемпір кіріп <mask> қайтпекші,келсе,кетті
бұл қанжарды өзі көз жұмғанша қолынан шығармай жатты,бұл қанжарды өзі <mask> жұмғанша қолынан шығармай жатты,көз,көз
"содан кейiн шетiрек жерлерде адвокаттығын қайта жүргiзуге рұқсат алып, тыныш тiршiлiкке көшкен",содан кейiн шетiрек жерлерде адвокаттығын қайта жүргiзуге рұқсат <mask> тыныш тiршiлiкке көшкен,"алып,",беру
"тұла бойы шымырлап, өз-өзінен қалай көзіне жас алғанын ол сезбеді","тұла бойы шымырлап, өз-өзінен қалай көзіне жас алғанын <mask> сезбеді",ол,да
"мысалы сіз, жарыс автокөлігі арқылы жылдамдығы сағатына тоқсан милл бұралаң тау жолымен келе жатқаныңыз түсіңізге кірді","мысалы сіз, жарыс автокөлігі арқылы жылдамдығы сағатына тоқсан милл бұралаң <mask> жолымен келе жатқаныңыз түсіңізге кірді",тау,жүгіру
"оның қалайша бұлай аталып кеткенін сол жақтың тумасы, журналист төлеген жәкітайұлы ағам майын тамызып тұрып айтады","оның қалайша бұлай аталып кеткенін сол жақтың тумасы, журналист төлеген <mask> ағам майын тамызып тұрып айтады",жәкітайұлы,","
"әсіресе, дәл осындай өлік шығып, ел-жұрт ызы-шу боп жатқанда, көзінен жас, өңінен қан қашып сұп-сұр боп алатын-ды","әсіресе, дәл осындай өлік шығып, ел-жұрт ызы-шу боп жатқанда, көзінен жас, өңінен қан қашып <mask> боп алатын-ды",сұп-сұр,қор
оған дейін қасында асыл отырмақ болды,оған <mask> қасында асыл отырмақ болды,дейін,Алланың
"шет жақтағы үйлерден сыртқа атып шыға келгендерге, бейшара кемпір: « бұ заманның еркегіне не болған","шет жақтағы <mask> сыртқа атып шыға келгендерге, бейшара кемпір: « бұ заманның еркегіне не болған",үйлерден,дан
"осы кеште бұл хабарды өзгеден бұрын естіген соқыр қари ат жеккізіп алып, хазіретті, халфелерді үркітіп тұрғызады","осы кеште бұл хабарды өзгеден бұрын естіген соқыр қари ат жеккізіп <mask> хазіретті, халфелерді үркітіп тұрғызады","алып,",","
"онда қатын, бала-шаға жоқ па еді","онда қатын, <mask> жоқ па еді",бала-шаға,қатын
"әсілі, штадельдік мүсінші арыстан-адамға – тайпаны желеп-жебеуші рухқа шүбәсіз сенген сияқты","әсілі, штадельдік мүсінші арыстан-адамға – тайпаны желеп-жебеуші рухқа шүбәсіз <mask> сияқты",сенген,деген
"орысшалап: — бұларда бидай бар, қандай өседі екен","орысшалап: — бұларда бидай бар, қандай <mask> екен",өседі,тәтті
томпиып қозы қарын бітіпті,томпиып <mask> қарын бітіпті,қозы,","
"қыс аяғы созылса, мүлде құрып бітіп, құр қостың өз басы ғана қалуға мүмкін","қыс <mask> созылса, мүлде құрып бітіп, құр қостың өз басы ғана қалуға мүмкін",аяғы,ым
"бірақ әрқашан да басқыншы жаудың күрек тісі быт-шыт боп сынып, маңдайлары тасқа соғылып, жоңғар қақпасының тар шатқалынан әзер өтіп, талай рет кейін шегінген","бірақ әрқашан да басқыншы жаудың күрек тісі быт-шыт боп сынып, <mask> тасқа соғылып, жоңғар қақпасының тар шатқалынан әзер өтіп, талай рет кейін шегінген",маңдайлары,ақ
"есіңізде болса, 5-тарауда қатыгездікті ақтау феноменін талқылаған болатынбыз: « қысқаша қорытындылағанда, біреуге зиянын тигізген адам жәбірленушінің өзін кемсітуге бейім болады » деген едім","есіңізде болса, 5-тарауда қатыгездікті ақтау феноменін талқылаған болатынбыз: « қысқаша қорытындылағанда, біреуге <mask> тигізген адам жәбірленушінің өзін кемсітуге бейім болады » деген едім",зиянын,тіл
"онда пьеса авторы, бейжің мэрінің орынбасары у хань, ортағасырлық қытай туралы астарлы әңгімесінде, бұрынғы қорғаныс министрі пэн дэхуайдың қызметтен қуылуының әділетсіздігіне меңзегені айтылады","онда пьеса авторы, бейжің мэрінің орынбасары у хань, ортағасырлық қытай туралы астарлы әңгімесінде, бұрынғы қорғаныс министрі <mask> дэхуайдың қызметтен қуылуының әділетсіздігіне меңзегені айтылады",пэн,У
"екіншіден, кейбір лау мінер милиционерлер халыққа зәбір көрсетеді екен — оларды ауыздықтау керек","екіншіден, кейбір лау мінер милиционерлер халыққа зәбір <mask> екен — оларды ауыздықтау керек",көрсетеді,көрсетеді
"алтын орда хандарын өз қолымен отырғызып, өз қолымен алып тастай алатын әмірші болады","алтын орда хандарын <mask> қолымен отырғызып, өз қолымен алып тастай алатын әмірші болады",өз,өз
"кем дегенде, бұл талибандар – таза, шіріктеспеген ақиқи мұсылман жігіттер","кем дегенде, бұл талибандар – <mask> шіріктеспеген ақиқи мұсылман жігіттер","таза,",ешқашан
"о-о-о, баяғыда атақты қожагелді жүніс молда деген кісілердің әңгімесін тыңдадық-ау, ол кезде дастарханда бірді-екілі ақсақал сөйлеп, қалғаны тыңдайтын еді ғой","о-о-о, баяғыда атақты қожагелді жүніс молда деген кісілердің әңгімесін <mask> ол кезде дастарханда бірді-екілі ақсақал сөйлеп, қалғаны тыңдайтын еді ғой","тыңдадық-ау,",","
"тілмаш керек емес, тілмашы несі, тіпті мақал – мәтелдеріне дейін бірдей","тілмаш керек емес, тілмашы несі, тіпті <mask> – мәтелдеріне дейін бірдей",мақал,мақал
екі жігіт аң-таң,екі <mask> аң-таң,жігіт,рет
"бірақ, мен оның денесін құшағыма орап, оны бақытты еттім","бірақ, <mask> оның денесін құшағыма орап, оны бақытты еттім",мен,мен
кеңірек түсіндіріп көрейік: көзқарас пен мінез-құлық арасындағы байланысты зерттеген классикалық зерттеулердің бірін 1930 жылдардың бас кезінде ричард ла пьер75 жүргізді,кеңірек түсіндіріп көрейік: көзқарас пен мінез-құлық арасындағы байланысты зерттеген классикалық зерттеулердің бірін 1930 <mask> бас кезінде ричард ла пьер75 жүргізді,жылдардың,жылдардың
"таң атпақ түгіл, күн шыққан, ауыр кирзо етігін тарп-тарп басқан төртбақ қызыл сары кемпір үй сыпырғалы келіпті","таң <mask> түгіл, күн шыққан, ауыр кирзо етігін тарп-тарп басқан төртбақ қызыл сары кемпір үй сыпырғалы келіпті",атпақ,ғы
бірақ адам баласының әділ тарихы соларды мақсатына жетпеді деп сөкті ме,бірақ адам баласының әділ тарихы соларды мақсатына жетпеді деп <mask> ме,сөкті,есептей
"сібірдің сырларынан шоқан омбыға қайтқанда, орысша – « шхуна », қазақша « желкен » аталатын қайыққа мінді","сібірдің сырларынан шоқан омбыға қайтқанда, орысша – « шхуна », қазақша « желкен » <mask> қайыққа мінді",аталатын,деп
"үйінен жейдешең жүгіріп шыққан батыр атына жайдақ міне салып, бірін-бірі өлтіріп жатқан ағайынды екі елдің шатасқан жігіттерін ажыратамын деп, шайқастың қалың ортасына қойып кетіпті","үйінен жейдешең жүгіріп шыққан батыр атына жайдақ міне салып, бірін-бірі өлтіріп жатқан <mask> екі елдің шатасқан жігіттерін ажыратамын деп, шайқастың қалың ортасына қойып кетіпті",ағайынды,жерінен
"қалайда, әлдекей отағасының сөзі желге кеткен жоқ, көкірегін қапырық басып жүрген біздің ақсақал әңгімені тыңдаған сайын, ауыл-отыннан қиялы алыстап, басқа бір дүниеге кіргендей, бұ жалғанның опасызын білгендей, көңілі жадырайын деді","қалайда, әлдекей отағасының сөзі желге кеткен жоқ, көкірегін қапырық басып жүрген біздің ақсақал әңгімені тыңдаған сайын, ауыл-отыннан <mask> алыстап, басқа бір дүниеге кіргендей, бұ жалғанның опасызын білгендей, көңілі жадырайын деді",қиялы,біржола
есік жақта шай құйып отырған күтуші қатынға күңк етті: − шорылдатып құя бердің ғой,есік жақта шай құйып отырған күтуші қатынға күңк етті: − шорылдатып <mask> бердің ғой,құя,қоя
"әңгімеден әңгіме туындап, әлгі тезис сөз болғанда, ахаң: — онда бұл тезистерге байланысты ойымызды екеуміз бірігіп жазсақ қайтеді","әңгімеден әңгіме туындап, әлгі тезис сөз болғанда, ахаң: — <mask> бұл тезистерге байланысты ойымызды екеуміз бірігіп жазсақ қайтеді",онда,Біз
"бұл біз жоғарыда айтқан қазақ сөзінің жалаң мағына емес, астарлы келетінін, оның адам санасын кеңдікке жетелейтін ғажайып қуат екенін кейбір « жаман сөздерінің » де бойын жасырып сәлихалы жиналысқа кіріп кеткенінен көруге болады","бұл біз <mask> айтқан қазақ сөзінің жалаң мағына емес, астарлы келетінін, оның адам санасын кеңдікке жетелейтін ғажайып қуат екенін кейбір « жаман сөздерінің » де бойын жасырып сәлихалы жиналысқа кіріп кеткенінен көруге болады",жоғарыда,жоғарыда
"дүниежүзілік көкейкесті мәселелердің мәнін жете білер, кеуделері кең сарай, ақылды деген қайраткерлерге ленин сол баяндамасының тезистерін жібереді","дүниежүзілік көкейкесті мәселелердің мәнін жете білер, кеуделері кең сарай, ақылды деген қайраткерлерге ленин <mask> баяндамасының тезистерін жібереді",сол,дік
лифтіге отырдым да жаңа кезекшіге біздің қабатта тұратын дикстайндарға баратынымды айттым,лифтіге отырдым <mask> жаңа кезекшіге біздің қабатта тұратын дикстайндарға баратынымды айттым,да,","
"жартылай кесімді сот өзі жасап, осы іс жөніндегі ендігі бір жарты дау-тартысты екі топтың өзара келісіп, бітісуіне берді","жартылай кесімді сот өзі жасап, осы іс жөніндегі ендігі бір жарты дау-тартысты <mask> топтың өзара келісіп, бітісуіне берді",екі,екі
"жөн-жосықсыз желігіп сайраңдама, келіншек, от басына барғанда, отырып алма, келіншек, су басына барғанда сумаңдама, келіншек","жөн-жосықсыз желігіп сайраңдама, келіншек, от басына барғанда, отырып алма, келіншек, су <mask> барғанда сумаңдама, келіншек",басына,басына
"тэтчердің өз министрлерінің пікірімен санасқысы келмеуі оларды тітіркендіре бастады, ал жақын көмекшілері бірлесіп жұмыс істеген ұзақ жылдар ішінде өз ұтқырлығын жоғалтты","тэтчердің өз министрлерінің пікірімен санасқысы келмеуі <mask> тітіркендіре бастады, ал жақын көмекшілері бірлесіп жұмыс істеген ұзақ жылдар ішінде өз ұтқырлығын жоғалтты",оларды,де
"кеше ғана мұхамедтің үмметіне енген естек бүгін қайтадан пұт ұстаса, құран жолындағы мұсылман баласы айқасқа түспей-ақ жаннан күссе — шайтан ісі емей немене","кеше ғана мұхамедтің үмметіне енген естек <mask> қайтадан пұт ұстаса, құран жолындағы мұсылман баласы айқасқа түспей-ақ жаннан күссе — шайтан ісі емей немене",бүгін,","
тіл-жағы байланғаннан сау ма,тіл-жағы <mask> сау ма,байланғаннан,аман
оң қолыңызды қайыққа айырбастайсыз ба,оң <mask> қайыққа айырбастайсыз ба,қолыңызды,ды
"ал, елдің алды дегенде, бұл күнде елдің алды кім, арты кім оның нарқын алтыны көп шешпейді, ақылы көп шешсе керек","ал, елдің алды дегенде, бұл күнде елдің <mask> кім, арты кім оның нарқын алтыны көп шешпейді, ақылы көп шешсе керек",алды,алды
қойын-қонышқа ақшаны да сықап алды,қойын-қонышқа ақшаны <mask> сықап алды,да,да
қария расында да бір газетті кереуеттің астынан суырып алды,қария расында да бір газетті кереуеттің <mask> суырып алды,астынан,астынан
"үлкені де, жас мырзалары да тегіс сойыл-құрал қамдап апты","үлкені де, жас мырзалары да <mask> сойыл-құрал қамдап апты",тегіс,","
"біз xx ғасырдың әлемдік деңгейдегі саясаткерлері – шарль де голль, уинстон черчилль, франклин рузвельтті көкке көтергенге үйреніп кеттік, иосиф сталиннің алдында бас иетін адамдар да бар","біз xx ғасырдың әлемдік деңгейдегі саясаткерлері – шарль де голль, уинстон черчилль, франклин рузвельтті көкке көтергенге үйреніп кеттік, иосиф сталиннің алдында <mask> иетін адамдар да бар",бас,бас
"ораз-мұхамед айрықша қасиетімен топтан озған кеудесі зор азамат, теңдесі жоқ бахадұрдың өзі ен тоғайдың шетіндегі селкеу шыбық қана екенін жақсы білетін","ораз-мұхамед айрықша қасиетімен топтан озған кеудесі зор азамат, теңдесі жоқ бахадұрдың өзі ен <mask> шетіндегі селкеу шыбық қана екенін жақсы білетін",тоғайдың,діктің
"әдемі әйелдің сөзіне ренжімеген, таң қалған – адамның дәл осылай, жалғыз сәтте-ақ, мүлдем танымастай болып өзгерерін алғаш рет көргенде бұл әлемде тіпті сұлулық, жақсылық атаулының барына күмән келтірген; сырты бүтін, іші түтін алдамшы бос дүние деп білген","әдемі әйелдің сөзіне ренжімеген, <mask> қалған – адамның дәл осылай, жалғыз сәтте-ақ, мүлдем танымастай болып өзгерерін алғаш рет көргенде бұл әлемде тіпті сұлулық, жақсылық атаулының барына күмән келтірген; сырты бүтін, іші түтін алдамшы бос дүние деп білген",таң,қатып
қ оштасарда к ө лбайды ң ү й іші т ү гел дала ғ а шы қ ты,қ <mask> к ө лбайды ң ү й іші т ү гел дала ғ а шы қ ты,оштасарда,а
"ел әйтеуір "" батыр ата, батыр ата"" деп қолын қусырып төрінен орын беріп, алдында құрдай жорғалайтын","ел әйтеуір "" батыр ата, батыр ата"" деп қолын қусырып <mask> орын беріп, алдында құрдай жорғалайтын",төрінен,","
"осыны бар жылқышыға айта көр, жарықтығым","осыны бар <mask> айта көр, жарықтығым",жылқышыға,","
"әсіресе олар әдетке айналған өзімшіл, қатыгез, айыптауға бейім, теріс ықпалды, қызғаншақ, шектен шыққан әсірелегіш, айла-шарғышыл, жылауық, пессимист немесе жануарларға қатыгез болса, олардан аулақ болған жөн","әсіресе олар әдетке айналған өзімшіл, қатыгез, айыптауға бейім, теріс <mask> қызғаншақ, шектен шыққан әсірелегіш, айла-шарғышыл, жылауық, пессимист немесе жануарларға қатыгез болса, олардан аулақ болған жөн","ықпалды,",інен
салқам жәңгір он төртінші хан екен,салқам жәңгір он төртінші <mask> екен,хан,жыл
"сонда не болды дейсіздер ғой, келіншек өкіріп жылап екі баласын бас салды","сонда не болды дейсіздер ғой, келіншек өкіріп <mask> екі баласын бас салды",жылап,","
бірақ гөбеклі-тепедегісі бұрыннан белгілі монументалдық құрылыстардан әсерлі бітімімен ерекшеленеді: стоунхенджді б,бірақ гөбеклі-тепедегісі <mask> белгілі монументалдық құрылыстардан әсерлі бітімімен ерекшеленеді: стоунхенджді б,бұрыннан,","
"жұмсақ мінезді мықты адамдардан ғана күткен жөн », – деп үйреткен","жұмсақ мінезді мықты <mask> ғана күткен жөн », – деп үйреткен",адамдардан,адамдарды
"алғашында, сіз оны сөйлеу үшін қолдандыңыз, кейін көбейту кестесін жаттап алу үшін қолдандыңыз","алғашында, сіз оны сөйлеу үшін қолдандыңыз, кейін көбейту кестесін жаттап алу <mask> қолдандыңыз",үшін,үшін
аузың қалай жаман еді,аузың <mask> жаман еді,қалай,қандай
"бірақ номенклатуралық дәстүрге қарамастан, үнемі қараңғы көзілдірік киіп жүретін, су жұқпас генерал, уақыт өте келе, көп нәрсені ой елегінен өткізіп, өзіне жағымсыз тарихи рөл алып, сол арқылы елді теріс жолға түсіретін оқиғалардан құтқарды деп ойлаймын","бірақ <mask> дәстүрге қарамастан, үнемі қараңғы көзілдірік киіп жүретін, су жұқпас генерал, уақыт өте келе, көп нәрсені ой елегінен өткізіп, өзіне жағымсыз тарихи рөл алып, сол арқылы елді теріс жолға түсіретін оқиғалардан құтқарды деп ойлаймын",номенклатуралық,","
"мәселен, соғыстың адам баласына тек қайғы-қасірет әкелетінін, ал еш уақытта зорлық-зомбылыққа жол беруге болмайтынын елдің бәрі біледі","мәселен, соғыстың адам баласына тек қайғы-қасірет әкелетінін, ал еш уақытта зорлық-зомбылыққа <mask> беруге болмайтынын елдің бәрі біледі",жол,жол
"жолдың бәрі есектің боғы мен оған үймелеген шыбын-шіркей, дәретханалары лас, айналаның бәрі жыбыр-жыбыр еткен кесіртке мен сарышаяндар дейді-міс","жолдың бәрі есектің боғы мен оған үймелеген шыбын-шіркей, дәретханалары лас, айналаның бәрі жыбыр-жыбыр еткен кесіртке мен <mask> дейді-міс",сарышаяндар,жылан
дәлізде әрлі-берлі шұбырған жұрт; бір бөлмеде әлдекімдер әндетіп отыр; екіншілері бөлмеден терезе арқылы әйелдермен әзілдесіп тұр,дәлізде әрлі-берлі шұбырған жұрт; бір <mask> әлдекімдер әндетіп отыр; екіншілері бөлмеден терезе арқылы әйелдермен әзілдесіп тұр,бөлмеде,шілері
"далада қазылған жерошақтардан жас еттің буы бұрқырап, исі мұрынды қытықтады","далада қазылған жерошақтардан жас еттің буы бұрқырап, <mask> мұрынды қытықтады",исі,ақ
"сыншы әке риза да болатын, сонымен қатар бой жетіп қалған қызының ертең сонау хиуадағы айтулы бектің келіні болатыны есіне түсіп "" сол күнге аман жеткізгей"" деп ішінен тілейтін","сыншы әке риза да <mask> сонымен қатар бой жетіп қалған қызының ертең сонау хиуадағы айтулы бектің келіні болатыны есіне түсіп "" сол күнге аман жеткізгей"" деп ішінен тілейтін","болатын,",","
"ол бұл лотты ұтып алды ( кейін оны 2 миллион долларға сатып жіберді ), себебі ұсынған лоттар келесі күні 179 000 долларға дейін көтерілген","ол бұл лотты ұтып <mask> ( кейін оны 2 миллион долларға сатып жіберді ), себебі ұсынған лоттар келесі күні 179 000 долларға дейін көтерілген",алды,алды
немене есеппен бұғып қалды екен,немене есеппен бұғып <mask> екен,қалды,жатыр
"олардың бұған дейінгі ойларынша, қазақ, даласы да, сібір де тек россия сүйену арқасында ғана прогреске жете алады","олардың бұған дейінгі ойларынша, <mask> даласы да, сібір де тек россия сүйену арқасында ғана прогреске жете алады","қазақ,",қазақ
"қазірдің өзінде биылғы жылдай бейбітшілік жылдың өзінде, тек осы орда-базардың төңірегінде жиырма мың салт атты әскері бар","қазірдің өзінде биылғы жылдай бейбітшілік жылдың өзінде, тек осы орда-базардың төңірегінде жиырма <mask> салт атты әскері бар",мың,шақты
"мыңғырған малы бола тұрып астына тулақтан басқа салмай, бұтына киген дамбалы өрім-өрім боп жыртылғанша жаңартпай, үстіндегі тоны бой-бой боп сөгіліп қақырағанша ауыстырмай жүретін сараң, сасық байлардай емес, тастанның үй, киім-кешек, жиһазы да бөлек","мыңғырған малы бола тұрып астына тулақтан басқа салмай, бұтына киген дамбалы өрім-өрім боп жыртылғанша жаңартпай, үстіндегі тоны бой-бой боп сөгіліп қақырағанша ауыстырмай жүретін сараң, сасық байлардай емес, <mask> үй, киім-кешек, жиһазы да бөлек",тастанның,киіз
"уильям шерманның жастық шағы вест-пойнтта, федералды әскери академия мен армияда өтті","уильям шерманның жастық шағы вест-пойнтта, федералды әскери академия <mask> армияда өтті",мен,мен
"содан соң құты қашып, берекесі кеткен империяны жергілікті тайпалардың көмегімен тез бағындырды","содан соң құты қашып, берекесі кеткен империяны жергілікті тайпалардың көмегімен <mask> бағындырды",тез,өзіне
"әмірші әуелі жарының өзіне деген шексіз сағынышын аңғарса, мұнараға жақын келгенде ханым махаббатының жарық жалғанды қабағына қаратқан әміршіден басқа ешкімді көзге ілмейтін асқақтығына көзі жетеді","әмірші әуелі жарының өзіне деген шексіз сағынышын аңғарса, мұнараға жақын келгенде ханым махаббатының жарық жалғанды қабағына қаратқан әміршіден басқа ешкімді <mask> ілмейтін асқақтығына көзі жетеді",көзге,де
