original_text,masked_text,original_masked_word,mask_predicted
сонда тосыннан соғатын соққы болмайды,сонда тосыннан соғатын [MASK] болмайды,соққы,да
"ей, сорлы неме, қатыннан да, сөзден де жүрмей мақрұм қаларсың-ау","ей, сорлы неме, қатыннан [MASK] сөзден де жүрмей мақрұм қаларсың-ау","да,",","
"ештеңеге мән бермейтін, анасының айықпас дертке шалдыққанын мүлде білмейтіндей, әкесінің күн құрғатпай ішіп келіп, аузына келген сөзді айтып, айқайлайтынын естімейтіндей ертеден кешке дейін меңірейіп, үн-түнсіз отыратын","ештеңеге мән бермейтін, анасының айықпас дертке шалдыққанын мүлде білмейтіндей, әкесінің күн құрғатпай ішіп [MASK] аузына келген сөзді айтып, айқайлайтынын естімейтіндей ертеден кешке дейін меңірейіп, үн-түнсіз отыратын","келіп,",","
"етекке салдыратып шауып кеп, түсіп жатқан ылдырмақ-шылдырмақты салтанатты күймені көрсе көріп те отырған шығар, бірақ селк еткен жоқ","етекке салдыратып шауып кеп, түсіп жатқан [MASK] салтанатты күймені көрсе көріп те отырған шығар, бірақ селк еткен жоқ",ылдырмақ-шылдырмақты,","
бұдан он жыл бұрын үш жасар қарындасыма « лейкемия » деген диагноз қойылғанда осы ғимараттың бірінші қабатында жатқан,бұдан он жыл [MASK] үш жасар қарындасыма « лейкемия » деген диагноз қойылғанда осы ғимараттың бірінші қабатында жатқан,бұрын,##да
ол қастасса тағы бәле »,ол [MASK] тағы бәле »,қастасса,","
"айбыны жоқты анау да, мынау да айналдыра береді, тәлкек етеді","айбыны жоқты анау да, [MASK] да айналдыра береді, тәлкек етеді",мынау,басқа
бір ақсақал сол жігіттің машинасымен алыс отардағы малынан тойға сояр қой әкеле жатыпты,бір ақсақал сол жігіттің машинасымен алыс отардағы малынан тойға [MASK] қой әкеле жатыпты,сояр,","
"еліміздің ең үлкен кітап дүкендері желісінің басшысымен танысып, сөйлесе келе, оған кітаптың әлеуметтік маңызы барын дәлелдеп, халқыма деген сый екенін және жеке басымның пайдасын ойламай, қаламақымды қоспай, өз бағасына беретінімді айтып, оны да үстеме ақы қоймауға көндірген едім","еліміздің ең үлкен кітап дүкендері желісінің басшысымен танысып, сөйлесе келе, оған кітаптың әлеуметтік маңызы барын дәлелдеп, халқыма деген сый екенін және [MASK] басымның пайдасын ойламай, қаламақымды қоспай, өз бағасына беретінімді айтып, оны да үстеме ақы қоймауға көндірген едім",жеке,жеке
"әкелері жұмыс жөнінен табыстан қалған жоқ па, соны сұрады","әкелері жұмыс жөнінен [MASK] қалған жоқ па, соны сұрады",табыстан,де
"біразы бастарына қалпақ, не татар тақиясын киетін болған","біразы [MASK] қалпақ, не татар тақиясын киетін болған",бастарына,##н
"әуелде құдайдың құлының күнәлі ісіне жаны түршіккен еді, соңынан бұл күнәға өзінің де қатысы барын аңдап, тәубаға келді","әуелде құдайдың құлының күнәлі ісіне жаны түршіккен еді, [MASK] бұл күнәға өзінің де қатысы барын аңдап, тәубаға келді",соңынан,ал
бұл қаржы тұрғысынан қарағанда құптарлық іс емес,бұл қаржы [MASK] қарағанда құптарлық іс емес,тұрғысынан,##ға
"көздерің көрмей ме, иесі бар жылқының басы бағулы, жемі салулы, сусыны қанулы, күн суытса — сауырына жабу жабылады, балшыққа батса — үсті-басы жуылады","көздерің көрмей ме, иесі бар жылқының басы бағулы, жемі салулы, сусыны қанулы, күн суытса — [MASK] жабу жабылады, балшыққа батса — үсті-басы жуылады",сауырына,[UNK]
"жасыл құрақ арасында бұйығып жатқан топ елік орындарынан үрпиісе түрегеліп, көл жағалай зыта жөнелді","жасыл құрақ арасында бұйығып жатқан топ елік орындарынан үрпиісе түрегеліп, [MASK] жағалай зыта жөнелді",көл,топ
"бұл еркінсу емес, басыну; халықты үкіметке жақындату емес, алыстату, ендеше, бұл өрескел қылықты, халыққа жақындасу ниетіндегі жаңа патшаның, құлағына тигізу керек","бұл еркінсу емес, басыну; халықты үкіметке жақындату емес, алыстату, ендеше, бұл өрескел қылықты, халыққа жақындасу ниетіндегі жаңа патшаның, құлағына [MASK] керек",тигізу,керек
тегінде жас бала да бастапқы кезде осы көзі жаңа ашылған тума соқыр сықылды болатын шығар-ау,тегінде жас бала да бастапқы кезде осы көзі жаңа ашылған [MASK] соқыр сықылды болатын шығар-ау,тума,болатын
"оспанның жылын беріп болған соң ақылбай, көкбай және дәрмен өзі болып, ноғай аулына барып құдалық сөзді түгел байласып, баталасып қайтқан","оспанның жылын беріп болған соң ақылбай, көкбай және дәрмен өзі болып, [MASK] аулына барып құдалық сөзді түгел байласып, баталасып қайтқан",ноғай,өз
"ол бағанадан берi абай кiргелi бұл кiтапхананың сахарадан келген сирек оқушысына қадала қарап, аңысын аңдып отыр едi","ол бағанадан берi [MASK] кiргелi бұл кiтапхананың сахарадан келген сирек оқушысына қадала қарап, аңысын аңдып отыр едi",абай,","
"жас келіншек бейтаныс сезімге бөленіп, бұрын құлақпен естіп, кітаптан оқығанды көзбен көргеніне бір қуанса, сол қым-қуыт қызықты да қайғылы оқиғаларды өзі бастан кешкендей бір мұңайды","жас келіншек бейтаныс сезімге бөленіп, бұрын құлақпен естіп, кітаптан оқығанды көзбен көргеніне бір қуанса, сол қым-қуыт қызықты да [MASK] оқиғаларды өзі бастан кешкендей бір мұңайды",қайғылы,","
"қарайғанның, жігіттер, бәрін кісі демеңіз, күпе-күндіз тайраңдап түзге шықпас ерлер бар","қарайғанның, жігіттер, бәрін кісі демеңіз, күпе-күндіз [MASK] түзге шықпас ерлер бар",тайраңдап,","
"содан бері ұйқысы қашып, қараңғы қоста көзін жұмса-ақ айналасында жез тырнақтары салдырлаған қолтығынан қып-қызыл өкпелері көрінген, құйрық жағы балық тақылеттес, қап-қара төгілген шаштарының әр талы таспадай ирелеңдеген су жыландар, тұла бойынан шырыш исі аңқыған өңкей пері қыздары қаптап, көзі іліне берсе-ақ үстіне қонжиып басып алады да, демін шығармай қылғындырады","содан бері ұйқысы қашып, қараңғы қоста көзін жұмса-ақ айналасында жез тырнақтары салдырлаған қолтығынан қып-қызыл өкпелері көрінген, құйрық жағы балық тақылеттес, қап-қара төгілген шаштарының әр талы таспадай ирелеңдеген су жыландар, тұла бойынан шырыш исі аңқыған өңкей пері қыздары қаптап, көзі іліне берсе-ақ үстіне қонжиып басып [MASK] да, демін шығармай қылғындырады",алады,алды
"олардың аузындағы сөздер сырттай сыпайы болғанмен, шын мәнін ұққан кісіге сармолланы қатты күнә еткен адамдай қаралап тұр","олардың аузындағы сөздер сырттай сыпайы болғанмен, шын мәнін ұққан кісіге сармолланы қатты күнә [MASK] адамдай қаралап тұр",еткен,##ді
"өзін мейлінше қазақуар орысқа санайтын кішкене күнінен қазақ ғұрпын ұнатып өскен, сол дағдысы күшейе түспесе, бойынан әлі де арылмаған потанин, етті қазақша жеуді ұнататын еді және ұзын құйрық сарықтың етін емес, тегене құйрық қойдың етін","өзін мейлінше қазақуар [MASK] санайтын кішкене күнінен қазақ ғұрпын ұнатып өскен, сол дағдысы күшейе түспесе, бойынан әлі де арылмаған потанин, етті қазақша жеуді ұнататын еді және ұзын құйрық сарықтың етін емес, тегене құйрық қойдың етін",орысқа,##ын
"ол әлеумет азаматы болған ақын абайдың өзіне де, алыс-жақынға да сынмен, әділ талаппен қарайтын ойынан туады","ол әлеумет азаматы болған ақын абайдың өзіне де, алыс-жақынға да сынмен, әділ [MASK] қарайтын ойынан туады",талаппен,##етті
мұқа өзіне сенімді жүзбен жуап қатты: — бұл күйді біз « томнай места » деп тартамыз,мұқа өзіне сенімді [MASK] жуап қатты: — бұл күйді біз « томнай места » деп тартамыз,жүзбен,","
қазір жер-жерде сол он екінші съездің материалдары кеңінен талқыланып-ақ жатыр,қазір жер-жерде сол он [MASK] съездің материалдары кеңінен талқыланып-ақ жатыр,екінші,екі
"баланың көзқарасымен қарай отырып, сіз басыңыздан өтіп жатқан оқиғалардың айқын әділетсіздігін айтпағанда, ең бастысы, мәселе сіздің тәртібіңізде емес, қолға түсіп қалдыңыз ба, әлде жоқ па – соған және қазіргі жалпы жағдайға байланысты екенін түсінесіз","баланың көзқарасымен қарай [MASK] сіз басыңыздан өтіп жатқан оқиғалардың айқын әділетсіздігін айтпағанда, ең бастысы, мәселе сіздің тәртібіңізде емес, қолға түсіп қалдыңыз ба, әлде жоқ па – соған және қазіргі жалпы жағдайға байланысты екенін түсінесіз","отырып,",","
"атқа мінген есі дұрыс бөріктіні көрсе, бөрлігіп қалатын дұшпан елдің өзі дутаршы мен бахшы барса, әншейін сайқымазақ диуана келгендей айылын жимайды","атқа мінген есі дұрыс бөріктіні [MASK] бөрлігіп қалатын дұшпан елдің өзі дутаршы мен бахшы барса, әншейін сайқымазақ диуана келгендей айылын жимайды","көрсе,",##п
"жиырма шақты үй қолдарындағы ау, тор, қармақпен күндіз-түні балық аулайды екен","жиырма шақты үй қолдарындағы ау, тор, қармақпен [MASK] балық аулайды екен",күндіз-түні,","
аса көп су қажет етпейтін өсімдіктерді зерттейтін ғалымдарға гранттар бөлінген,аса көп су қажет етпейтін өсімдіктерді [MASK] ғалымдарға гранттар бөлінген,зерттейтін,-
"бұдан ары қажасам, азғандығым болар едi",бұдан ары [MASK] азғандығым болар едi,"қажасам,",-
"қайта қатты дене болған кезде бұрынғысынан жер де, басқалар да не үлкен, не кіші дегендей басқа түрде болуы мүмкін","қайта қатты дене болған кезде бұрынғысынан [MASK] де, басқалар да не үлкен, не кіші дегендей басқа түрде болуы мүмкін",жер,өзге
"қарақатын айғаншаға енді сиқырлы жүзбен жымыңдап қарады; бұл түрі, бейне « сайқал қыз, сырыңды жасырмай-ақ қой","қарақатын айғаншаға енді сиқырлы жүзбен жымыңдап қарады; бұл [MASK] бейне « сайқал қыз, сырыңды жасырмай-ақ қой","түрі,",же
"сол заман тарихшыларының айтуынша, таң бозынан басталған қызыл қырғында қазақтардың қылышы өткірірек болып шығыпты, ауыр соққыдан ойсыраған бақи-мұхамедтің әскері тым-тырақай қашады","сол заман тарихшыларының айтуынша, таң бозынан басталған қызыл [MASK] қазақтардың қылышы өткірірек болып шығыпты, ауыр соққыдан ойсыраған бақи-мұхамедтің әскері тым-тырақай қашады",қырғында,-
"жасалған баяндама бойынша, баласынан айырылған әйелдерге « ағза қайғының салдарынан айыққанға дейін күту керек » деген кеңес берілді","жасалған баяндама бойынша, баласынан айырылған әйелдерге « [MASK] қайғының салдарынан айыққанға дейін күту керек » деген кеңес берілді",ағза,бала
хан адамдары тағы да құр қол қайтты,хан адамдары тағы [MASK] құр қол қайтты,да,да
"жо-жоқ, ол да емес","жо-жоқ, [MASK] да емес",ол,то
"сол уақытта айналасы бес күн iшiнде майбасар жылқысынан, жақып пен ырсай жылқысынан және құнанбайдың өзi отырған аулынан жиырма шақты семiз ат жоқ боп шықты","сол уақытта айналасы бес күн iшiнде майбасар жылқысынан, жақып пен [MASK] жылқысынан және құнанбайдың өзi отырған аулынан жиырма шақты семiз ат жоқ боп шықты",ырсай,##ді
"орта бойлы, орақ мұрын, от жанарлы сол шымыр шалдың төртінші перзенті — менің әкем момыналы екен","орта бойлы, орақ мұрын, от жанарлы сол шымыр шалдың төртінші [MASK] — менің әкем момыналы екен",перзенті,","
"асау өзен толқындары кейде азу тісін ақситып атылғалы тұрған көкжал бөріні еске салса, енді бірде шашын жайып, бетін жыртқан долыға ұқсап кетеді","асау өзен толқындары кейде азу тісін ақситып атылғалы тұрған көкжал бөріні еске салса, енді бірде [MASK] жайып, бетін жыртқан долыға ұқсап кетеді",шашын,##п
"сөйтiп, иiстерiң аралассын","сөйтiп, [MASK] аралассын",иiстерiң,","
"сөзге тоқтап, жөнін айтатын ешкімнің жоғына көзі жеткен","сөзге тоқтап, жөнін [MASK] ешкімнің жоғына көзі жеткен",айтатын,","
"байғұс бөлем енді не болады деп қорқып, көлік айдаудан қалды » дейді","байғұс [MASK] енді не болады деп қорқып, көлік айдаудан қалды » дейді",бөлем,«
"сүт пісіруге, ас қамдауға кіріскен қатындардың жаққан оттарының көгілдір түтіні ауыл үстінен көкке көлбей ұшып барады","сүт пісіруге, ас қамдауға [MASK] қатындардың жаққан оттарының көгілдір түтіні ауыл үстінен көкке көлбей ұшып барады",кіріскен,","
"жақия креслоға шалқайыңқырап отырып, көзін шала жұмып, сыңарезулей күлді","жақия креслоға [MASK] отырып, көзін шала жұмып, сыңарезулей күлді",шалқайыңқырап,ала
"әжептәуір қиналып қалған екен, кеудесі сырылдап, әзер дем алып отыр","әжептәуір қиналып қалған [MASK] кеудесі сырылдап, әзер дем алып отыр","екен,",","
домбырасымен оңаша мұңдас боп апты,домбырасымен [MASK] мұңдас боп апты,оңаша,","
"бұлар не істеп жүр деп қасына барсам, егістіктің арасындағы бір арықтағы су тартылып қалған екен, сол жерде шұқыр тола балық шалшық суды шалпылдатып жүр","бұлар не істеп жүр деп қасына барсам, егістіктің арасындағы [MASK] арықтағы су тартылып қалған екен, сол жерде шұқыр тола балық шалшық суды шалпылдатып жүр",бір,екі
"шұбар болса, бұл ағайын ішінде абайдың ақылымен жүретін кісі боп сөйлейді","шұбар болса, бұл ағайын ішінде абайдың ақылымен жүретін [MASK] боп сөйлейді",кісі,##і
"қасындағы бес-алты: жамантай, қоқай сияқты бірі үлкен, бірі құрбы жылқышылармен үздіксіз өмір кешті","қасындағы бес-алты: жамантай, қоқай сияқты бірі үлкен, бірі [MASK] жылқышылармен үздіксіз өмір кешті",құрбы,үлкен
"жоңғар қонтайшысы әбілқайыр ханды құртпай, кіші жүз жеріне шабуылын тоқтатпайды","жоңғар қонтайшысы [MASK] ханды құртпай, кіші жүз жеріне шабуылын тоқтатпайды",әбілқайыр,-
"әсіресе, абылбай жазыбаев деген « тоқал бол » дейді","әсіресе, абылбай жазыбаев [MASK] « тоқал бол » дейді",деген,##қа
"әрине, тұрмыс тауқыметін көрген жоқ, жақсы өмір сүрді","әрине, тұрмыс тауқыметін көрген [MASK] жақсы өмір сүрді","жоқ,",","
"анығы, күн жапонияның арғы жағынан шығады","анығы, күн жапонияның [MASK] жағынан шығады",арғы,3
"осындай ұлы тақырып маған ұлы талап жүктеді һәм мен сол ұлы талаптың үддесінен шығу үшін бар күш-жігерімді аямай, күн-түн демей тынымсыз еңбек етудемін","осындай ұлы [MASK] маған ұлы талап жүктеді һәм мен сол ұлы талаптың үддесінен шығу үшін бар күш-жігерімді аямай, күн-түн демей тынымсыз еңбек етудемін",тақырып,-
"шәкіртінен кофе алған профессор, кофені банкаға құйып, шайқап қайта сұрайды: - балалар, құмыра толы ма","шәкіртінен кофе алған профессор, кофені банкаға құйып, шайқап қайта сұрайды: - [MASK] құмыра толы ма","балалар,",-
"десе де, ең есті ақылды үкібала айтты: – әлгі қағазды станцияға барып, зәрипа өзі қолымен алсын","десе де, ең есті [MASK] үкібала айтты: – әлгі қағазды станцияға барып, зәрипа өзі қолымен алсын",ақылды,##де
оқырмандарымның бірі әйелімен бірге осы әдісті ұстанып көрді,оқырмандарымның бірі әйелімен бірге осы әдісті [MASK] көрді,ұстанып,жарық
"мұндай сұмдықты көрген соң, басы сау, басқа бұқара қалай қалпында отыра береді","мұндай сұмдықты көрген соң, басы сау, [MASK] бұқара қалай қалпында отыра береді",басқа,ал
"тіпті, әлдебіреуге жасаған жақсылығыңның қарымын да, алғысын да күтпе","тіпті, әлдебіреуге жасаған [MASK] қарымын да, алғысын да күтпе",жақсылығыңның,","
"алайда базар ауданында ол басқа жаққа аунап түсіп, оғаштау тұзақ жасап, із-түзсіз кетіп отырды","алайда базар ауданында ол басқа жаққа [MASK] түсіп, оғаштау тұзақ жасап, із-түзсіз кетіп отырды",аунап,ол
"аялы кең көзінің шарасы жасқа толып, бетіне тамып кетті","аялы кең көзінің [MASK] жасқа толып, бетіне тамып кетті",шарасы,1
"екі жанақ болмаса, қалған қосындары шұбыра шеру тартқан калың қолдың жүрісі өгіз аяңнан да баяу","екі жанақ болмаса, қалған қосындары шұбыра шеру тартқан калың қолдың жүрісі өгіз [MASK] да баяу",аяңнан,##ше
пышақ кесті үкімін шығара алмай қиналуы да содан туған,пышақ кесті үкімін шығара [MASK] қиналуы да содан туған,алмай,","
"сол сәт прокуратор: “ о, құдайым-ай","сол [MASK] прокуратор: “ о, құдайым-ай",сәт,-
бұдан кейін күні кеше кандидаттық еңбек жазуына көмектескен курстасына ғылыми жетекші болады,бұдан кейін күні [MASK] кандидаттық еңбек жазуына көмектескен курстасына ғылыми жетекші болады,кеше,-
"әрине, ешкім де ықтимал азғыруларды толығымен күнібұрын біле алмайды","әрине, [MASK] де ықтимал азғыруларды толығымен күнібұрын біле алмайды",ешкім,де
"жағы суалып, көздері ініне кіріп кеткендей, көзінің айналасын азап таңбасындай айшықтап, қара көлеңке қоршалап алыпты","жағы [MASK] көздері ініне кіріп кеткендей, көзінің айналасын азап таңбасындай айшықтап, қара көлеңке қоршалап алыпты","суалып,",","
"хабаршы оның иығына жай ғана қолын тигізіп еді, екеуі де көзді ашып-жұмғанша алыстағы ілгергі уақыттан – бұлар түсінбейтін тілде сөйлесіп жатқан мыңдаған адамдары бар үлкен қаладан бір-ақ шықты","хабаршы оның иығына жай ғана қолын тигізіп еді, екеуі де көзді ашып-жұмғанша алыстағы ілгергі [MASK] – бұлар түсінбейтін тілде сөйлесіп жатқан мыңдаған адамдары бар үлкен қаладан бір-ақ шықты",уақыттан,","
"камераның ортасында діңгектей болып әлі тұрған бронниковты, еденде бүк түсіп жатқан рысқұлды көрді","камераның ортасында [MASK] болып әлі тұрған бронниковты, еденде бүк түсіп жатқан рысқұлды көрді",діңгектей,бір
"ал бірақ кеше мусбюро конференциясында да, өлкелік v конференцияда да тәжік өкілдері мұндай мәселе көтерген жоқ, қайта біздің программаны толық қуаттады","ал бірақ кеше мусбюро конференциясында да, өлкелік v конференцияда да тәжік өкілдері мұндай мәселе көтерген жоқ, қайта [MASK] программаны толық қуаттады",біздің,##дан
"ағылшын орнынан атып тұрды да, сантьягоны иығынан жұлқып-жұлқып жіберді: - ал, мынадан сұрасаңшы енді","ағылшын орнынан атып тұрды да, [MASK] иығынан жұлқып-жұлқып жіберді: - ал, мынадан сұрасаңшы енді",сантьягоны,қазақ
"бір-біріне ә лі бір ауыз тіл қ атпай, ж ұ ртты ң б ә ріні ң к ө зін ба қ ырайтып қ ойып, келе сала с ү йіске кірісіп кеткен мына жігітке, қ арсылы қ к ө рсетпеген сыр қ ат қ ыз ғ а та ң дана қ арап қ ал ғ ан сестра м ұ нан ә рі не істерін білмей еріндерін тістелеп т ұ рып қ алды","бір-біріне ә лі бір ауыз тіл қ [MASK] ж ұ ртты ң б ә ріні ң к ө зін ба қ ырайтып қ ойып, келе сала с ү йіске кірісіп кеткен мына жігітке, қ арсылы қ к ө рсетпеген сыр қ ат қ ыз ғ а та ң дана қ арап қ ал ғ ан сестра м ұ нан ә рі не істерін білмей еріндерін тістелеп т ұ рып қ алды","атпай,",қ
"бiрiмiздi "" құпта"" деп отырған жоқ па","бiрiмiздi "" құпта"" [MASK] отырған жоқ па",деп,болып
"мен солай, банктен бір тиын алмай, талай рет үйлер мен акцияларды сатып алдым","мен солай, банктен бір тиын алмай, талай [MASK] үйлер мен акцияларды сатып алдым",рет,","
"қайта мынау мың-миллион жыланның қаз-қатар қозғалғанындай суси шулаған тірі ағыс қас-қағымда қағып әкетсе қайда апарарын, қай жерге соғарын соншалық салқынқандылықпен ойлады","қайта мынау мың-миллион жыланның қаз-қатар қозғалғанындай суси шулаған тірі ағыс [MASK] қағып әкетсе қайда апарарын, қай жерге соғарын соншалық салқынқандылықпен ойлады",қас-қағымда,##ты
"сол адамның құрметіне біз, rumi » -дегі барлық еден жуушы адамдардың жалақы-сын көтердік","сол адамның құрметіне біз, rumi » [MASK] барлық еден жуушы адамдардың жалақы-сын көтердік",-дегі,-
"қашқын болған соң ат, сайман көңілдегідей болмай болмайды",қашқын болған соң [MASK] сайман көңілдегідей болмай болмайды,"ат,",","
"әй, бірақ дұшпан арасынан сытылып кете алмассың дәл қазір","әй, бірақ дұшпан арасынан сытылып [MASK] алмассың дәл қазір",кете,","
дәл бүгін жіберу керек пе,дәл бүгін [MASK] керек пе,жіберу,##де
"бұл қалалар шеті сонау еділ, жайық, қара теңіз, орал тауларына дейін созылған атам заманнан дәшті қыпшақ деп атаған алып қазақ даласының мәдениет, ғылым, дін ошағы және сауда-саттық кіндіктері болған","бұл қалалар шеті сонау еділ, жайық, қара теңіз, орал тауларына дейін созылған атам заманнан дәшті қыпшақ деп атаған алып қазақ даласының мәдениет, ғылым, дін ошағы және [MASK] кіндіктері болған",сауда-саттық,олардың
"орысы, маньчжур-қытайы аралас комиссия мүшелері үрпиісіп, тағатсыздана күтіп тұр екен","орысы, маньчжур-қытайы аралас комиссия мүшелері үрпиісіп, тағатсыздана күтіп [MASK] екен",тұр,","
"біреулер ізденіп, « аға және « кіші » аталатын сұлтандарға шағым айтса, олар да әкімшілік құруға бата алмай, тек патша үкіметіне мәлімдеген де отырған","біреулер ізденіп, « аға және « кіші » аталатын сұлтандарға шағым айтса, олар да әкімшілік құруға [MASK] алмай, тек патша үкіметіне мәлімдеген де отырған",бата,ала
"кімге тиісерін білмей, ыдыс - аяқтарды теуіп, есікті сартылдатып ашып - жауып, бұрқылдап бүлініп жүр: − қайдан келді қаңғып","кімге тиісерін [MASK] ыдыс - аяқтарды теуіп, есікті сартылдатып ашып - жауып, бұрқылдап бүлініп жүр: − қайдан келді қаңғып","білмей,",","
"арманым — жәңгірді есік алдындағы құлақ кесті құлым етіп, қазақтың барша руының басын біріктіру, сөйтіп өзіңдей ақын азаматтардың қанатын қомдап","арманым — жәңгірді есік алдындағы құлақ кесті [MASK] етіп, қазақтың барша руының басын біріктіру, сөйтіп өзіңдей ақын азаматтардың қанатын қомдап",құлым,##ш
"ат жалында күн кешкен ата-бабаңның болмысы бүгінгі күндегі көкпар, бәйге, аударыспақ сынды спорт түрлерінің жалпыласуынан жаңғырады","ат жалында [MASK] кешкен ата-бабаңның болмысы бүгінгі күндегі көкпар, бәйге, аударыспақ сынды спорт түрлерінің жалпыласуынан жаңғырады",күн,жер
"ол к ә пірлерді ң інжілін де, м ұ сылмандарды ң құ ранын да о қ ы ғ ан жо қ еді, біра қ грек мифологияларынан, а қ ын, драматургтеріні ң шы ғ армаларынан құ дайды ң адамша с ө йлегендерін, тіпті, даулас қ андарын да о қ ы ғ ан","ол к ә пірлерді ң інжілін де, м ұ сылмандарды ң құ ранын да о қ ы ғ ан жо қ еді, біра қ грек мифологияларынан, а қ ын, драматургтеріні ң шы ғ армаларынан [MASK] дайды ң адамша с ө йлегендерін, тіпті, даулас қ андарын да о қ ы ғ ан",құ,","
"сәбден әлденеден күдіктеніп, қашқақтағандай ыңғай білдіріп: – асығып тұрмын, тұраржан","сәбден әлденеден күдіктеніп, қашқақтағандай ыңғай [MASK] – асығып тұрмын, тұраржан",білдіріп:,","
өтегелді мағаштан қаланың бақшасы жөніндегі әр жайды таңданып сұрап келеді: – ал осы қаланың бар бақшасы бір күнде салынған ба,өтегелді мағаштан қаланың бақшасы жөніндегі әр жайды таңданып [MASK] келеді: – ал осы қаланың бар бақшасы бір күнде салынған ба,сұрап,алып
"алтынхан бикемнен сейітқұл мен ондан, шағатай тұқымынан алған жақсыбикемнен тоқай, есім, сабырбек, бұрындық ханның қызы дәдем ханымнан әли, сұлым, ыбырайым, шәйім деген ұл сүйеді","алтынхан бикемнен сейітқұл мен ондан, шағатай тұқымынан алған жақсыбикемнен тоқай, есім, сабырбек, бұрындық ханның қызы дәдем ханымнан әли, сұлым, ыбырайым, шәйім деген [MASK] сүйеді",ұл,##ді
жасын тыйғасын да шекесі сынып бара жатқан зілдей басын жерден көтере алмай жатыр,жасын тыйғасын да шекесі сынып бара жатқан зілдей басын жерден [MASK] алмай жатыр,көтере,то
"бұрынғыдай емес, өзінің жұмсарғанына риза болғандай еді",бұрынғыдай [MASK] өзінің жұмсарғанына риза болғандай еді,"емес,",еді
итжемес еңкейіп аяғының астында шашылып жатқан қу бұтақтарды жиыстыра бастады,итжемес еңкейіп аяғының [MASK] шашылып жатқан қу бұтақтарды жиыстыра бастады,астында,##қа
"қуатты өндіріс – экономика базасы мен халықтың жоғары тұрмыс деңгейі – экономика мақсатының арасында тікелей байланыс барын ол көре білді: тарататын кең базасы болмаса, өндіріс дами алмайды; халықтың сатып алу қабілеті ұлғайған сайын өндірістің дамуы мен еңбек өнімділігі арта түседі; халықтың тұрмыс деңгейі жоғарылаған сайын, экономиканы дамытатын жағдайлар да жақсара береді","қуатты өндіріс – экономика базасы мен халықтың жоғары тұрмыс деңгейі – экономика мақсатының арасында тікелей байланыс барын ол көре білді: тарататын кең базасы болмаса, өндіріс дами алмайды; халықтың сатып алу қабілеті ұлғайған сайын [MASK] дамуы мен еңбек өнімділігі арта түседі; халықтың тұрмыс деңгейі жоғарылаған сайын, экономиканы дамытатын жағдайлар да жақсара береді",өндірістің,","
"әйгерiм де, өзге жиын да екеуiн дәл ұғынғандай, түгел қостап күлiстi","әйгерiм [MASK] өзге жиын да екеуiн дәл ұғынғандай, түгел қостап күлiстi","де,",","
"жалма-жан қосшы баланы жұмсап, анадайда жайылып жүрген сары атанды алдырып, шығырға жекті","жалма-жан қосшы баланы жұмсап, анадайда жайылып жүрген [MASK] атанды алдырып, шығырға жекті",сары,бала
"оның бірі — әміршінің жасы биыл жетпіске толса, екіншісі — салынуы ширек ғасырға созылған қаладағы жаңа бекініс — жамбылдың құрылысы осы көктемде аяқталып еді","оның бірі — әміршінің жасы биыл жетпіске толса, екіншісі — салынуы ширек ғасырға [MASK] қаладағы жаңа бекініс — жамбылдың құрылысы осы көктемде аяқталып еді",созылған,","
көзін жойып жіберсе,көзін [MASK] жіберсе,жойып,","
"мағаш, кәкітайларға да, әке-шешесіне де дәрмен арқылы айтқызып тұрған жауабы осы сияқты","мағаш, кәкітайларға да, әке-шешесіне де дәрмен арқылы айтқызып [MASK] жауабы осы сияқты",тұрған,","
ол өзін баяу өлтіріп жатып та тірі сезінуі мүмкін,ол өзін баяу өлтіріп жатып та [MASK] сезінуі мүмкін,тірі,##рту
сосын олар сол кеткеннен мол кетіп қараларын көрсетпей қойсын,сосын олар сол кеткеннен [MASK] кетіп қараларын көрсетпей қойсын,мол,сол
"үстіне тік жағалы көксұр френч киген, келісті қасқа маңдай, жарқабақтың астында қаршыға көздері әлі де от шашып тұрған қыр мұрынды, сұлу мұртты, шоқша сақал, мейлінше интеллигент шал: – сәләматсыз ба, жолдас рысқұлов","үстіне тік жағалы көксұр [MASK] киген, келісті қасқа маңдай, жарқабақтың астында қаршыға көздері әлі де от шашып тұрған қыр мұрынды, сұлу мұртты, шоқша сақал, мейлінше интеллигент шал: – сәләматсыз ба, жолдас рысқұлов",френч,##қа
"қара теке — әзімбай болғанда, осы текенің әкесі — сары теке қатар тұр еді",қара теке — әзімбай [MASK] осы текенің әкесі — сары теке қатар тұр еді,"болғанда,",[UNK]
"траншеяларға жеп-жеңіл секіріп түскен панфилов төсемелердің астына бас сұғып байқап, ойықтан алыс кеңістікке көз тігіп, ату секторларын тексерді; атуға ыңғайлы ма деп винтовкаларды кезеніп көрді; жауынгерлерге: « тамақтарың тоқ па","траншеяларға жеп-жеңіл секіріп түскен панфилов төсемелердің [MASK] бас сұғып байқап, ойықтан алыс кеңістікке көз тігіп, ату секторларын тексерді; атуға ыңғайлы ма деп винтовкаларды кезеніп көрді; жауынгерлерге: « тамақтарың тоқ па",астына,;
